TextID:	8cf4db6f136d5a6f1b87441dd012a71e
Zeichenzahl:	159

--------------------------------------------------
t	7.53		
tpm	1267.29		
fehler	9.66		
gesamtf	17		

--------------------------------------------------
A	0	0	
A	499	0	
A	34	0	
A	33	0	
A	33	0	
A	33	0	
A	34	0	
A	33	0	
A	33	0	
A	34	0	
A	31	0	
A	34	0	
A	34	0	
A	32	0	
A	34	0	
A	32	0	
A	34	0	
A	32	0	
A	32	0	
A	34	0	
A	34	0	
A	32	0	
A	32	0	
A	34	0	
A	34	0	
A	31	0	
A	35	0	
A	31	0	
A	34	0	
A	32	0	
A	32	0	
A	33	0	
A	34	0	
A	33	0	
A	32	0	
A	33	0	
A	34	0	
A	32	0	
A	33	0	
A	33	0	
A	34	0	
A	32	0	
A	33	0	
A	34	0	
A	34	0	
A	31	0	
A	33	0	
A	34	0	
A	34	0	
A	31	0	
A	34	0	
A	34	0	
A	34	0	
A	31	0	
A	33	0	
A	34	0	
A	33	0	
A	33	0	
A	34	0	
A	32	0	
A	34	0	
A	33	0	
A	33	0	
A	32	0	
A	33	0	
A	33	0	
A	34	0	
A	32	0	
A	33	0	
B	1414	17	
B	500	0	
B	33	0	
B	34	0	
B	33	0	
B	34	0	
B	33	0	
B	33	0	
B	32	0	
B	33	0	
B	34	0	
B	32	0	
B	36	0	
B	31	0	
B	33	0	
B	33	0	
B	33	0	
B	32	0	
B	33	0	
B	32	0	
B	34	0	
B	31	0	
B	33	0	
B	34	0	
B	33	0	
B	33	0	
B	32	0	
B	34	0	
B	32	0	
B	33	0	
B	33	0	
B	34	0	
B	34	0	
B	33	0	
B	31	0	
B	33	0	
B	33	0	
B	32	0	
B	34	0	
B	33	0	
B	34	0	
B	32	0	
B	34	0	
B	33	0	
B	33	0	
B	33	0	
B	34	0	
B	33	0	
B	34	0	
B	32	0	
B	34	0	
B	33	0	
B	32	0	
B	33	0	
B	33	0	
B	33	0	
B	35	0	
B	31	0	
B	33	0	
B	34	0	
B	35	0	
B	30	0	
B	33	0	
B	33	0	
B	33	0	
B	33	0	
B	33	0	
B	33	0	
B	33	0	
B	33	0	
B	34	0	
B	32	0	
B	33	0	
B	32	0	
B	33	0	
B	33	0	
B	33	0	
B	32	0	
B	34	0	
B	33	0	
B	33	0	
B	32	0	
B	33	0	
B	32	0	
B	34	0	
B	32	0	
B	33	0	
B	34	0	
B	34	0	
B	32	0	
