TextID:	8cf4db6f136d5a6f1b87441dd012a71e
Zeichenzahl:	159

--------------------------------------------------
t	9.94		6.53		6.62		
tpm	959.75		1461.6		1440.92		
fehler	14.05		3.64		4.79		
gesamtf	26		6		8		

--------------------------------------------------
A	0	0	0	0	0	0	
A	501	0	500	0	502	0	
A	33	0	33	0	31	0	
A	33	0	33	0	33	0	
A	32	0	34	0	33	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	34	0	33	0	33	0	
A	33	0	34	0	32	0	
A	33	0	34	0	33	0	
A	33	0	32	0	33	0	
A	33	0	34	0	33	0	
A	33	0	31	0	33	0	
A	33	0	34	0	34	0	
A	33	0	33	0	33	0	
A	33	0	33	0	32	0	
A	33	0	34	0	34	0	
A	34	0	32	0	33	0	
A	32	0	34	0	32	0	
A	34	0	33	0	33	0	
A	32	0	32	0	34	0	
A	34	0	33	0	32	0	
A	32	0	33	0	33	0	
A	33	0	33	0	34	0	
A	33	0	32	0	33	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	34	0	33	0	33	0	
A	31	0	32	0	33	0	
A	33	0	35	0	34	0	
A	34	0	32	0	33	0	
A	32	0	33	0	33	0	
A	34	0	34	0	33	0	
A	32	0	31	0	33	0	
A	33	0	34	0	34	0	
A	33	0	33	0	32	0	
A	33	0	33	0	33	0	
A	34	0	33	0	33	0	
A	33	0	33	0	33	0	
A	32	0	33	0	33	0	
A	33	0	34	0	33	0	
A	33	0	31	0	33	0	
A	33	0	34	0	33	0	
A	33	0	33	0	33	0	
A	35	0	32	0	33	0	
A	31	0	34	0	33	0	
A	33	0	32	0	33	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	33	0	34	0	33	0	
A	33	0	32	0	33	0	
A	33	0	33	0	33	0	
A	54	0	33	0	33	0	
A	12	0	33	0	33	0	
A	33	0	33	0	33	0	
A	33	0	32	0	33	0	
A	32	0	33	0	34	0	
A	34	0	34	0	32	0	
A	33	0	32	0	34	0	
A	33	0	33	0	33	0	
A	33	0	33	0	32	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	32	0	34	0	33	0	
A	34	0	33	0	33	0	
A	33	0	33	0	33	0	
A	33	0	32	0	34	0	
A	32	0	34	0	33	0	
B	1192	26	406	6	499	8	
B	501	0	500	0	501	0	
B	38	0	37	0	39	0	
B	28	0	29	0	27	0	
B	33	0	33	0	32	0	
B	32	0	33	0	33	0	
B	33	0	34	0	33	0	
B	33	0	33	0	32	0	
B	34	0	32	0	33	0	
B	34	0	33	0	33	0	
B	32	0	34	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	34	0	
B	33	0	33	0	33	0	
B	33	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	34	0	
B	33	0	34	0	32	0	
B	33	0	33	0	33	0	
B	32	0	33	0	33	0	
B	33	0	33	0	33	0	
B	34	0	34	0	33	0	
B	33	0	32	0	32	0	
B	34	0	33	0	34	0	
B	32	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	34	0	
B	34	0	33	0	32	0	
B	33	0	33	0	33	0	
B	32	0	33	0	33	0	
B	33	0	32	0	33	0	
B	33	0	34	0	33	0	
B	34	0	32	0	32	0	
B	32	0	34	0	33	0	
B	34	0	33	0	33	0	
B	33	0	32	0	33	0	
B	33	0	34	0	33	0	
B	32	0	32	0	33	0	
B	34	0	33	0	34	0	
B	33	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	34	0	
B	33	0	33	0	33	0	
B	32	0	33	0	33	0	
B	34	0	34	0	34	0	
B	32	0	33	0	32	0	
B	33	0	32	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	32	0	
B	33	0	33	0	33	0	
B	32	0	33	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	33	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	34	0	
B	33	0	34	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	34	0	33	0	33	0	
B	32	0	34	0	33	0	
B	33	0	32	0	33	0	
B	33	0	33	0	32	0	
B	33	0	33	0	34	0	
B	33	0	34	0	32	0	
B	32	0	32	0	34	0	
B	33	0	34	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	34	0	33	0	33	0	
B	33	0	33	0	32	0	
B	33	0	33	0	34	0	
B	33	0	33	0	32	0	
B	32	0	33	0	34	0	
B	33	0	33	0	33	0	
B	2193	0	33	0	33	0	
B	500	0	33	0	33	0	
B	47	0	33	0	34	0	
B	19	0	32	0	33	0	
B	33	0	33	0	33	0	
B	34	0	33	0	32	0	
B	32	0	33	0	34	0	
B	33	0	33	0	32	0	
B	33	0	33	0	33	0	
B	34	0	34	0	33	0	
B	42	0	32	0	34	0	
B	23	0	34	0	32	0	
B	33	0	33	0	33	0	
