TextID:	8cf4db6f136d5a6f1b87441dd012a71e
Zeichenzahl:	159

--------------------------------------------------
t	6.62		6.53		6.54		
tpm	1440.36		1461.48		1458.28		
fehler	3.64		4.22		4.22		
gesamtf	6		7		7		

--------------------------------------------------
A	0	0	0	0	0	0	
A	176	0	499	0	499	0	
A	500	0	34	0	34	0	
A	34	0	34	0	33	0	
A	32	0	31	0	34	0	
A	34	0	35	0	32	0	
A	32	0	32	0	33	0	
A	33	0	33	0	32	0	
A	34	0	32	0	35	0	
A	32	0	33	0	31	0	
A	34	0	33	0	33	0	
A	32	0	34	0	34	0	
A	32	0	32	0	33	0	
A	33	0	33	0	32	0	
A	34	0	33	0	33	0	
A	32	0	36	0	34	0	
A	36	0	30	0	32	0	
A	31	0	33	0	34	0	
A	34	0	34	0	32	0	
A	32	0	34	0	33	0	
A	34	0	32	0	33	0	
A	31	0	33	0	33	0	
A	33	0	33	0	34	0	
A	33	0	32	0	32	0	
A	33	0	34	0	33	0	
A	33	0	32	0	33	0	
A	34	0	33	0	33	0	
A	33	0	35	0	33	0	
A	32	0	31	0	34	0	
A	34	0	32	0	33	0	
A	33	0	33	0	32	0	
A	32	0	36	0	33	0	
A	35	0	30	0	33	0	
A	31	0	33	0	34	0	
A	33	0	33	0	31	0	
A	34	0	34	0	34	0	
A	33	0	32	0	33	0	
A	32	0	34	0	34	0	
A	33	0	32	0	31	0	
A	33	0	34	0	33	0	
A	35	0	32	0	34	0	
A	31	0	34	0	34	0	
A	34	0	33	0	32	0	
A	33	0	34	0	33	0	
A	33	0	31	0	33	0	
A	32	0	33	0	35	0	
A	33	0	34	0	32	0	
A	34	0	34	0	32	0	
A	33	0	31	0	34	0	
A	33	0	33	0	33	0	
A	33	0	33	0	33	0	
A	33	0	34	0	34	0	
A	34	0	32	0	33	0	
A	32	0	33	0	32	0	
A	33	0	33	0	33	0	
A	34	0	34	0	34	0	
A	33	0	32	0	32	0	
A	32	0	34	0	34	0	
A	33	0	33	0	32	0	
A	34	0	33	0	34	0	
A	34	0	35	0	32	0	
A	32	0	30	0	34	0	
A	33	0	33	0	33	0	
A	33	0	33	0	32	0	
A	34	0	32	0	34	0	
A	32	0	34	0	32	0	
A	33	0	33	0	33	0	
A	34	0	33	0	33	0	
A	32	0	32	0	34	0	
B	365	6	413	7	429	7	
B	500	0	500	0	497	0	
B	33	0	33	0	33	0	
B	33	0	34	0	33	0	
B	33	0	33	0	33	0	
B	32	0	32	0	33	0	
B	33	0	35	0	33	0	
B	34	0	32	0	32	0	
B	34	0	32	0	35	0	
B	32	0	33	0	31	0	
B	33	0	34	0	33	0	
B	34	0	33	0	33	0	
B	33	0	33	0	33	0	
B	32	0	32	0	33	0	
B	35	0	33	0	33	0	
B	32	0	32	0	34	0	
B	33	0	33	0	32	0	
B	32	0	33	0	33	0	
B	33	0	34	0	34	0	
B	33	0	32	0	33	0	
B	34	0	33	0	34	0	
B	31	0	33	0	31	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	35	0	34	0	34	0	
B	31	0	32	0	34	0	
B	34	0	34	0	32	0	
B	33	0	35	0	32	0	
B	34	0	31	0	34	0	
B	32	0	34	0	32	0	
B	33	0	33	0	33	0	
B	33	0	32	0	34	0	
B	34	0	33	0	34	0	
B	32	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	32	0	33	0	
B	34	0	33	0	34	0	
B	32	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	34	0	34	0	33	0	
B	33	0	32	0	33	0	
B	33	0	34	0	33	0	
B	33	0	34	0	33	0	
B	34	0	31	0	34	0	
B	32	0	33	0	32	0	
B	33	0	34	0	34	0	
B	32	0	34	0	33	0	
B	33	0	31	0	33	0	
B	33	0	33	0	32	0	
B	33	0	34	0	33	0	
B	34	0	34	0	33	0	
B	33	0	31	0	34	0	
B	32	0	33	0	32	0	
B	33	0	33	0	34	0	
B	34	0	34	0	33	0	
B	33	0	32	0	34	0	
B	33	0	33	0	34	0	
B	33	0	33	0	32	0	
B	34	0	34	0	32	0	
B	33	0	32	0	33	0	
B	33	0	33	0	33	0	
B	31	0	33	0	33	0	
B	33	0	34	0	33	0	
B	34	0	32	0	34	0	
B	32	0	33	0	32	0	
B	33	0	33	0	33	0	
B	33	0	33	0	33	0	
B	34	0	32	0	33	0	
B	32	0	33	0	34	0	
B	34	0	34	0	32	0	
B	32	0	33	0	33	0	
B	33	0	32	0	34	0	
B	34	0	33	0	32	0	
B	33	0	34	0	33	0	
B	33	0	32	0	34	0	
B	33	0	34	0	33	0	
B	33	0	33	0	34	0	
B	33	0	33	0	32	0	
B	34	0	34	0	33	0	
B	33	0	32	0	33	0	
B	33	0	33	0	35	0	
B	33	0	33	0	31	0	
B	32	0	33	0	33	0	
B	34	0	33	0	33	0	
B	32	0	33	0	33	0	
B	34	0	33	0	33	0	
B	33	0	34	0	33	0	
B	34	0	32	0	33	0	
B	32	0	34	0	33	0	
